Temporada,Jornada,Fecha,Equipo local,Goles local,Goles visita,Equipo visitante
14-15,Jornada 29,4/4/2015,Almería,1,4,Levante
14-15,Jornada 29,4/4/2015,Málaga,1,1,Real Sociedad
14-15,Jornada 29,4/5/2015,Real Madrid,9,1,Granada
14-15,Jornada 29,4/5/2015,Valencia,0,0,Villarreal
14-15,Jornada 29,4/5/2015,Getafe,2,1,Deportivo de La Coruña
14-15,Jornada 29,4/5/2015,Celta de Vigo,0,1,Barcelona
14-15,Jornada 29,4/6/2015,Espanyol,1,1,Elche
14-15,Jornada 30,4/7/2015,Atlético de Madrid,2,0,Real Sociedad
14-15,Jornada 30,4/7/2015,Levante,1,2,Sevilla
14-15,Jornada 30,4/7/2015,Eibar,1,0,Málaga
14-15,Jornada 30,4/8/2015,Deportivo de La Coruña,1,1,Córdoba
14-15,Jornada 30,4/8/2015,Barcelona,4,0,Almería
14-15,Jornada 30,4/8/2015,Granada,1,1,Celta de Vigo
14-15,Jornada 30,4/8/2015,Rayo Vallecano,0,2,Real Madrid
14-15,Jornada 30,4/9/2015,Athletic Club,1,1,Valencia
14-15,Jornada 30,4/9/2015,Elche,0,1,Getafe
14-15,Jornada 30,4/9/2015,Villarreal,0,3,Espanyol
14-15,Jornada 31,4/11/2015,Real Madrid,3,0,Eibar
14-15,Jornada 31,4/11/2015,Málaga,2,2,Atlético de Madrid
14-15,Jornada 31,4/11/2015,Sevilla,2,2,Barcelona
14-15,Jornada 31,4/11/2015,Almería,3,0,Granada
14-15,Jornada 31,4/11/2015,Celta de Vigo,6,1,Rayo Vallecano
14-15,Jornada 31,4/12/2015,Getafe,1,1,Villarreal
14-15,Jornada 31,4/12/2015,Espanyol,1,0,Athletic Club
14-15,Jornada 31,4/12/2015,Real Sociedad,2,2,Deportivo de La Coruña
14-15,Jornada 31,4/12/2015,Córdoba,0,2,Elche
14-15,Jornada 31,4/13/2015,Valencia,3,0,Levante
14-15,Jornada 32,4/17/2015,Levante,2,2,Espanyol
14-15,Jornada 32,4/18/2015,Barcelona,2,0,Valencia
14-15,Jornada 32,4/18/2015,Deportivo de La Coruña,1,2,Atlético de Madrid
14-15,Jornada 32,4/18/2015,Real Madrid,3,1,Málaga
14-15,Jornada 32,4/18/2015,Athletic Club,4,0,Getafe
14-15,Jornada 32,4/19/2015,Rayo Vallecano,2,0,Almería
14-15,Jornada 32,4/19/2015,Granada,1,1,Sevilla
14-15,Jornada 32,4/19/2015,Villarreal,0,0,Córdoba
14-15,Jornada 32,4/19/2015,Eibar,0,1,Celta de Vigo
14-15,Jornada 32,4/20/2015,Elche,1,0,Real Sociedad
14-15,Jornada 33,4/24/2015,Córdoba,0,1,Athletic Club
14-15,Jornada 33,4/25/2015,Espanyol,0,2,Barcelona
14-15,Jornada 33,4/25/2015,Atlético de Madrid,3,0,Elche
14-15,Jornada 33,4/25/2015,Getafe,0,1,Levante
14-15,Jornada 33,4/25/2015,Real Sociedad,0,0,Villarreal
14-15,Jornada 33,4/26/2015,Málaga,1,1,Deportivo de La Coruña
14-15,Jornada 33,4/26/2015,Almería,2,0,Eibar
14-15,Jornada 33,4/26/2015,Sevilla,2,0,Rayo Vallecano
14-15,Jornada 33,4/26/2015,Celta de Vigo,2,4,Real Madrid
14-15,Jornada 33,4/27/2015,Valencia,4,0,Granada
14-15,Jornada 34,4/28/2015,Barcelona,6,0,Getafe
14-15,Jornada 34,4/28/2015,Athletic Club,1,1,Real Sociedad
14-15,Jornada 34,4/28/2015,Levante,1,0,Córdoba
14-15,Jornada 34,4/29/2015,Eibar,1,3,Sevilla
14-15,Jornada 34,4/29/2015,Real Madrid,3,0,Almería
14-15,Jornada 34,4/29/2015,Celta de Vigo,1,0,Málaga
14-15,Jornada 34,4/29/2015,Elche,4,0,Deportivo de La Coruña
14-15,Jornada 34,4/29/2015,Villarreal,0,1,Atlético de Madrid
14-15,Jornada 34,4/30/2015,Rayo Vallecano,1,1,Valencia
14-15,Jornada 34,4/30/2015,Granada,1,2,Espanyol
14-15,Jornada 35,5/1/2015,Real Sociedad,3,0,Levante
14-15,Jornada 35,5/2/2015,Córdoba,0,8,Barcelona
14-15,Jornada 35,5/2/2015,Atlético de Madrid,0,0,Athletic Club
14-15,Jornada 35,5/2/2015,Sevilla,2,3,Real Madrid
14-15,Jornada 35,5/2/2015,Deportivo de La Coruña,1,1,Villarreal
14-15,Jornada 35,5/3/2015,Espanyol,1,1,Rayo Vallecano
14-15,Jornada 35,5/3/2015,Getafe,1,2,Granada
14-15,Jornada 35,5/3/2015,Valencia,3,1,Eibar
14-15,Jornada 35,5/3/2015,Málaga,1,2,Elche
14-15,Jornada 35,5/4/2015,Almería,2,2,Celta de Vigo
14-15,Jornada 36,5/8/2015,Eibar,0,2,Espanyol
14-15,Jornada 36,5/9/2015,Granada,2,0,Córdoba
14-15,Jornada 36,5/9/2015,Barcelona,2,0,Real Sociedad
14-15,Jornada 36,5/9/2015,Real Madrid,2,2,Valencia
14-15,Jornada 36,5/9/2015,Athletic Club,1,1,Deportivo de La Coruña
14-15,Jornada 36,5/10/2015,Levante,2,2,Atlético de Madrid
14-15,Jornada 36,5/10/2015,Villarreal,1,0,Elche
14-15,Jornada 36,5/10/2015,Almería,1,2,Málaga
14-15,Jornada 36,5/10/2015,Celta de Vigo,1,1,Sevilla
14-15,Jornada 36,5/11/2015,Rayo Vallecano,2,0,Getafe
14-15,Jornada 37,5/17/2015,Villarreal,2,1,Málaga
14-15,Jornada 37,5/17/2015,Elche,2,3,Athletic Club
14-15,Jornada 37,5/17/2015,Deportivo de La Coruña,2,0,Levante
14-15,Jornada 37,5/17/2015,Atlético de Madrid,0,1,Barcelona
14-15,Jornada 37,5/17/2015,Real Sociedad,0,3,Granada
14-15,Jornada 37,5/17/2015,Córdoba,1,2,Rayo Vallecano
14-15,Jornada 37,5/17/2015,Getafe,1,1,Eibar
14-15,Jornada 37,5/17/2015,Espanyol,1,4,Real Madrid
14-15,Jornada 37,5/17/2015,Valencia,1,1,Celta de Vigo
14-15,Jornada 37,5/17/2015,Sevilla,2,1,Almería
14-15,Jornada 38,5/23/2015,Levante,0,0,Elche
14-15,Jornada 38,5/23/2015,Athletic Club,4,0,Villarreal
14-15,Jornada 38,5/23/2015,Barcelona,2,2,Deportivo de La Coruña
14-15,Jornada 38,5/23/2015,Granada,0,0,Atlético de Madrid
14-15,Jornada 38,5/23/2015,Rayo Vallecano,2,4,Real Sociedad
14-15,Jornada 38,5/23/2015,Eibar,3,0,Córdoba
14-15,Jornada 38,5/23/2015,Celta de Vigo,3,2,Espanyol
14-15,Jornada 38,5/23/2015,Almería,2,3,Valencia
14-15,Jornada 38,5/23/2015,Málaga,2,3,Sevilla
14-15,Jornada 38,5/23/2015,Real Madrid,7,3,Getafe
15-16,Jornada 1,21/08/2015,Málaga,0,0,Sevilla
15-16,Jornada 1,22/08/2015,Deportivo de La Coruña,0,0,Real Sociedad
15-16,Jornada 1,22/08/2015,Espanyol,1,0,Getafe
15-16,Jornada 1,22/08/2015,Atlético de Madrid,1,0,Las Palmas
15-16,Jornada 1,22/08/2015,Rayo Vallecano,0,0,Valencia
15-16,Jornada 1,23/08/2015,Athletic Club,0,1,Barcelona
15-16,Jornada 1,23/08/2015,Sporting de Gijón,0,0,Real Madrid
15-16,Jornada 1,23/08/2015,Levante,1,2,Celta de Vigo
15-16,Jornada 1,23/08/2015,Betis,1,1,Villarreal
15-16,Jornada 1,24/08/2015,Granada,1,3,Eibar
15-16,Jornada 2,28/08/2015,Villarreal,3,1,Espanyol
15-16,Jornada 2,29/08/2015,Real Sociedad,0,0,Sporting de Gijón
15-16,Jornada 2,29/08/2015,Barcelona,1,0,Málaga
15-16,Jornada 2,29/08/2015,Celta de Vigo,3,0,Rayo Vallecano
15-16,Jornada 2,29/08/2015,Real Madrid,5,0,Betis
15-16,Jornada 2,30/08/2015,Eibar,2,0,Athletic Club
15-16,Jornada 2,30/08/2015,Valencia,1,1,Deportivo de La Coruña
15-16,Jornada 2,30/08/2015,Sevilla,0,3,Atlético de Madrid
15-16,Jornada 2,30/08/2015,Las Palmas,0,0,Levante
15-16,Jornada 2,30/08/2015,Getafe,1,2,Granada
15-16,Jornada 3,11/9/2015,Levante,1,1,Sevilla
15-16,Jornada 3,12/9/2015,Espanyol,0,6,Real Madrid
15-16,Jornada 3,12/9/2015,Sporting de Gijón,0,1,Valencia
15-16,Jornada 3,12/9/2015,Atlético de Madrid,1,2,Barcelona
15-16,Jornada 3,12/9/2015,Betis,1,0,Real Sociedad
15-16,Jornada 3,13/09/2015,Granada,1,3,Villarreal
15-16,Jornada 3,13/09/2015,Athletic Club,3,1,Getafe
15-16,Jornada 3,13/09/2015,Celta de Vigo,3,3,Las Palmas
15-16,Jornada 3,13/09/2015,Málaga,0,0,Eibar
15-16,Jornada 3,14/09/2015,Rayo Vallecano,1,3,Deportivo de La Coruña
15-16,Jornada 4,18/09/2015,Getafe,1,0,Málaga
15-16,Jornada 4,19/09/2015,Real Madrid,1,0,Granada
15-16,Jornada 4,19/09/2015,Valencia,0,0,Betis
15-16,Jornada 4,19/09/2015,Eibar,0,2,Atlético de Madrid
15-16,Jornada 4,19/09/2015,Real Sociedad,2,3,Espanyol
15-16,Jornada 4,20/09/2015,Sevilla,1,2,Celta de Vigo
15-16,Jornada 4,20/09/2015,Deportivo de La Coruña,2,3,Sporting de Gijón
15-16,Jornada 4,20/09/2015,Villarreal,3,1,Athletic Club
15-16,Jornada 4,20/09/2015,Barcelona,4,1,Levante
15-16,Jornada 4,20/09/2015,Las Palmas,0,1,Rayo Vallecano
15-16,Jornada 5,22/09/2015,Espanyol,1,0,Valencia
15-16,Jornada 5,22/09/2015,Atlético de Madrid,2,0,Getafe
15-16,Jornada 5,22/09/2015,Granada,0,3,Real Sociedad
15-16,Jornada 5,23/09/2015,Levante,2,2,Eibar
15-16,Jornada 5,23/09/2015,Celta de Vigo,4,1,Barcelona
15-16,Jornada 5,23/09/2015,Rayo Vallecano,2,1,Sporting de Gijón
15-16,Jornada 5,23/09/2015,Athletic Club,1,2,Real Madrid
15-16,Jornada 5,23/09/2015,Málaga,0,1,Villarreal
15-16,Jornada 5,23/09/2015,Las Palmas,2,0,Sevilla
15-16,Jornada 5,24/09/2015,Betis,1,2,Deportivo de La Coruña
15-16,Jornada 6,25/09/2015,Valencia,1,0,Granada
15-16,Jornada 6,26/09/2015,Barcelona,2,1,Las Palmas
15-16,Jornada 6,26/09/2015,Real Madrid,0,0,Málaga
15-16,Jornada 6,26/09/2015,Villarreal,1,0,Atlético de Madrid
15-16,Jornada 6,26/09/2015,Sevilla,3,2,Rayo Vallecano
15-16,Jornada 6,26/09/2015,Eibar,1,1,Celta de Vigo
15-16,Jornada 6,27/09/2015,Sporting de Gijón,1,2,Betis
15-16,Jornada 6,27/09/2015,Deportivo de La Coruña,3,0,Espanyol
15-16,Jornada 6,27/09/2015,Getafe,3,0,Levante
15-16,Jornada 6,27/09/2015,Real Sociedad,0,0,Athletic Club
15-16,Jornada 7,2/10/2015,Celta de Vigo,0,0,Getafe
15-16,Jornada 7,3/10/2015,Sevilla,2,1,Barcelona
15-16,Jornada 7,3/10/2015,Granada,1,1,Deportivo de La Coruña
15-16,Jornada 7,3/10/2015,Espanyol,1,2,Sporting de Gijón
15-16,Jornada 7,3/10/2015,Las Palmas,0,2,Eibar
15-16,Jornada 7,3/10/2015,Málaga,3,1,Real Sociedad
15-16,Jornada 7,4/10/2015,Rayo Vallecano,0,2,Betis
15-16,Jornada 7,4/10/2015,Athletic Club,3,1,Valencia
15-16,Jornada 7,4/10/2015,Levante,1,0,Villarreal
15-16,Jornada 7,4/10/2015,Atlético de Madrid,1,1,Real Madrid
15-16,Jornada 8,17/10/2015,Real Madrid,3,0,Levante
15-16,Jornada 8,17/10/2015,Eibar,1,1,Sevilla
15-16,Jornada 8,17/10/2015,Barcelona,5,2,Rayo Vallecano
15-16,Jornada 8,17/10/2015,Valencia,3,0,Málaga
15-16,Jornada 8,17/10/2015,Betis,1,3,Espanyol
15-16,Jornada 8,18/10/2015,Villarreal,1,2,Celta de Vigo
15-16,Jornada 8,18/10/2015,Real Sociedad,0,2,Atlético de Madrid
15-16,Jornada 8,18/10/2015,Getafe,4,0,Las Palmas
15-16,Jornada 8,18/10/2015,Deportivo de La Coruña,2,2,Athletic Club
15-16,Jornada 8,19/10/2015,Sporting de Gijón,3,3,Granada
15-16,Jornada 9,23/10/2015,Rayo Vallecano,3,0,Espanyol
15-16,Jornada 9,24/10/2015,Celta de Vigo,1,3,Real Madrid
15-16,Jornada 9,24/10/2015,Granada,1,1,Betis
15-16,Jornada 9,24/10/2015,Sevilla,5,0,Getafe
15-16,Jornada 9,24/10/2015,Málaga,2,0,Deportivo de La Coruña
15-16,Jornada 9,25/10/2015,Levante,0,4,Real Sociedad
15-16,Jornada 9,25/10/2015,Las Palmas,0,0,Villarreal
15-16,Jornada 9,25/10/2015,Barcelona,3,1,Eibar
15-16,Jornada 9,25/10/2015,Atlético de Madrid,2,1,Valencia
15-16,Jornada 9,26/10/2015,Athletic Club,3,0,Sporting de Gijón
15-16,Jornada 10,30/10/2015,Deportivo de La Coruña,1,1,Atlético de Madrid
15-16,Jornada 10,31/10/2015,Real Madrid,3,1,Las Palmas
15-16,Jornada 10,31/10/2015,Valencia,3,0,Levante
15-16,Jornada 10,31/10/2015,Villarreal,2,1,Sevilla
15-16,Jornada 10,31/10/2015,Getafe,0,2,Barcelona
15-16,Jornada 10,31/10/2015,Real Sociedad,2,3,Celta de Vigo
15-16,Jornada 10,1/11/2015,Eibar,1,0,Rayo Vallecano
15-16,Jornada 10,1/11/2015,Espanyol,1,1,Granada
15-16,Jornada 10,1/11/2015,Sporting de Gijón,1,0,Málaga
15-16,Jornada 10,1/11/2015,Betis,1,3,Athletic Club
15-16,Jornada 11,6/11/2015,Las Palmas,2,0,Real Sociedad
15-16,Jornada 11,7/11/2015,Celta de Vigo,1,5,Valencia
15-16,Jornada 11,7/11/2015,Levante,1,1,Deportivo de La Coruña
15-16,Jornada 11,7/11/2015,Eibar,3,1,Getafe
15-16,Jornada 11,7/11/2015,Rayo Vallecano,2,1,Granada
15-16,Jornada 11,7/11/2015,Málaga,0,1,Betis
15-16,Jornada 11,8/11/2015,Athletic Club,2,1,Espanyol
15-16,Jornada 11,8/11/2015,Barcelona,3,0,Villarreal
15-16,Jornada 11,8/11/2015,Atlético de Madrid,1,0,Sporting de Gijón
15-16,Jornada 11,8/11/2015,Sevilla,3,2,Real Madrid
15-16,Jornada 12,21/11/2015,Real Sociedad,2,0,Sevilla
15-16,Jornada 12,21/11/2015,Real Madrid,0,4,Barcelona
15-16,Jornada 12,21/11/2015,Espanyol,2,0,Málaga
15-16,Jornada 12,21/11/2015,Valencia,1,1,Las Palmas
15-16,Jornada 12,21/11/2015,Deportivo de La Coruña,2,0,Celta de Vigo
15-16,Jornada 12,22/11/2015,Sporting de Gijón,0,3,Levante
15-16,Jornada 12,22/11/2015,Villarreal,1,1,Eibar
15-16,Jornada 12,22/11/2015,Granada,2,0,Athletic Club
15-16,Jornada 12,22/11/2015,Betis,0,1,Atlético de Madrid
15-16,Jornada 12,23/11/2015,Getafe,1,1,Rayo Vallecano
15-16,Jornada 13,27/11/2015,Levante,0,1,Betis
15-16,Jornada 13,28/11/2015,Barcelona,4,0,Real Sociedad
15-16,Jornada 13,28/11/2015,Atlético de Madrid,1,0,Espanyol
15-16,Jornada 13,28/11/2015,Málaga,2,2,Granada
15-16,Jornada 13,28/11/2015,Las Palmas,0,2,Deportivo de La Coruña
15-16,Jornada 13,28/11/2015,Celta de Vigo,2,1,Sporting de Gijón
15-16,Jornada 13,29/11/2015,Getafe,2,0,Villarreal
15-16,Jornada 13,29/11/2015,Eibar,0,2,Real Madrid
15-16,Jornada 13,29/11/2015,Rayo Vallecano,0,3,Athletic Club
15-16,Jornada 13,29/11/2015,Sevilla,1,0,Valencia
15-16,Jornada 14,5/12/2015,Real Madrid,4,1,Getafe
15-16,Jornada 14,5/12/2015,Granada,0,2,Atlético de Madrid
15-16,Jornada 14,5/12/2015,Valencia,1,1,Barcelona
15-16,Jornada 14,5/12/2015,Deportivo de La Coruña,1,1,Sevilla
15-16,Jornada 14,5/12/2015,Betis,1,1,Celta de Vigo
15-16,Jornada 14,6/12/2015,Real Sociedad,2,1,Eibar
15-16,Jornada 14,6/12/2015,Villarreal,2,1,Rayo Vallecano
15-16,Jornada 14,6/12/2015,Sporting de Gijón,3,1,Las Palmas
15-16,Jornada 14,6/12/2015,Athletic Club,0,0,Málaga
15-16,Jornada 14,7/12/2015,Espanyol,1,1,Levante
15-16,Jornada 15,11/12/2015,Getafe,1,1,Real Sociedad
15-16,Jornada 15,12/12/2015,Barcelona,2,2,Deportivo de La Coruña
15-16,Jornada 15,12/12/2015,Levante,1,2,Granada
15-16,Jornada 15,12/12/2015,Celta de Vigo,1,0,Espanyol
15-16,Jornada 15,12/12/2015,Sevilla,2,0,Sporting de Gijón
15-16,Jornada 15,12/12/2015,Las Palmas,1,0,Betis
15-16,Jornada 15,13/12/2015,Rayo Vallecano,1,2,Málaga
15-16,Jornada 15,13/12/2015,Eibar,1,1,Valencia
15-16,Jornada 15,13/12/2015,Atlético de Madrid,2,1,Athletic Club
15-16,Jornada 15,13/12/2015,Villarreal,1,0,Real Madrid
15-16,Jornada 16,19/12/2015,Valencia,2,2,Getafe
15-16,Jornada 16,19/12/2015,Espanyol,1,0,Las Palmas
15-16,Jornada 16,19/12/2015,Betis,0,0,Sevilla
15-16,Jornada 16,19/12/2015,Deportivo de La Coruña,2,0,Eibar
15-16,Jornada 16,20/12/2015,Real Madrid,10,2,Rayo Vallecano
15-16,Jornada 16,20/12/2015,Real Sociedad,0,2,Villarreal
15-16,Jornada 16,20/12/2015,Athletic Club,2,0,Levante
15-16,Jornada 16,20/12/2015,Granada,0,2,Celta de Vigo
15-16,Jornada 16,20/12/2015,Málaga,1,0,Atlético de Madrid
15-16,Jornada 16,17/02/2016,Sporting de Gijón,1,3,Barcelona
15-16,Jornada 17,30/12/2015,Levante,0,1,Málaga
15-16,Jornada 17,30/12/2015,Real Madrid,3,1,Real Sociedad
15-16,Jornada 17,30/12/2015,Rayo Vallecano,0,2,Atlético de Madrid
15-16,Jornada 17,30/12/2015,Sevilla,2,0,Espanyol
15-16,Jornada 17,30/12/2015,Eibar,2,0,Sporting de Gijón
15-16,Jornada 17,30/12/2015,Barcelona,4,0,Betis
15-16,Jornada 17,30/12/2015,Celta de Vigo,0,1,Athletic Club
15-16,Jornada 17,30/12/2015,Getafe,0,0,Deportivo de La Coruña
15-16,Jornada 17,30/12/2015,Las Palmas,4,1,Granada
15-16,Jornada 17,31/12/2015,Villarreal,1,0,Valencia
15-16,Jornada 18,2/1/2016,Espanyol,0,0,Barcelona
15-16,Jornada 18,2/1/2016,Atlético de Madrid,1,0,Levante
15-16,Jornada 18,2/1/2016,Málaga,2,0,Celta de Vigo
15-16,Jornada 18,3/1/2016,Rayo Vallecano,2,2,Real Sociedad
15-16,Jornada 18,3/1/2016,Betis,0,4,Eibar
15-16,Jornada 18,3/1/2016,Granada,2,1,Sevilla
15-16,Jornada 18,3/1/2016,Deportivo de La Coruña,1,2,Villarreal
15-16,Jornada 18,3/1/2016,Athletic Club,2,2,Las Palmas
15-16,Jornada 18,3/1/2016,Valencia,2,2,Real Madrid
15-16,Jornada 18,4/1/2016,Sporting de Gijón,1,2,Getafe
15-16,Jornada 19,9/1/2016,Barcelona,4,0,Granada
15-16,Jornada 19,9/1/2016,Getafe,1,0,Betis
15-16,Jornada 19,9/1/2016,Sevilla,2,0,Athletic Club
15-16,Jornada 19,9/1/2016,Real Madrid,5,0,Deportivo de La Coruña
15-16,Jornada 19,9/1/2016,Levante,2,1,Rayo Vallecano
15-16,Jornada 19,10/1/2016,Villarreal,2,0,Sporting de Gijón
15-16,Jornada 19,10/1/2016,Real Sociedad,2,0,Valencia
15-16,Jornada 19,10/1/2016,Eibar,2,1,Espanyol
15-16,Jornada 19,10/1/2016,Las Palmas,1,1,Málaga
15-16,Jornada 19,10/1/2016,Celta de Vigo,0,2,Atlético de Madrid
15-16,Jornada 20,16/01/2016,Sevilla,2,1,Málaga
15-16,Jornada 20,16/01/2016,Celta de Vigo,4,3,Levante
15-16,Jornada 20,16/01/2016,Villarreal,0,0,Betis
15-16,Jornada 20,16/01/2016,Real Sociedad,1,1,Deportivo de La Coruña
15-16,Jornada 20,17/01/2016,Valencia,2,2,Rayo Vallecano
15-16,Jornada 20,17/01/2016,Real Madrid,5,1,Sporting de Gijón
15-16,Jornada 20,17/01/2016,Getafe,3,1,Espanyol
15-16,Jornada 20,17/01/2016,Las Palmas,0,3,Atlético de Madrid
15-16,Jornada 20,17/01/2016,Barcelona,6,0,Athletic Club
15-16,Jornada 20,18/01/2016,Eibar,5,1,Granada
15-16,Jornada 21,22/01/2016,Sporting de Gijón,5,1,Real Sociedad
15-16,Jornada 21,23/01/2016,Málaga,1,2,Barcelona
15-16,Jornada 21,23/01/2016,Espanyol,2,2,Villarreal
15-16,Jornada 21,23/01/2016,Granada,3,2,Getafe
15-16,Jornada 21,23/01/2016,Rayo Vallecano,3,0,Celta de Vigo
15-16,Jornada 21,24/01/2016,Athletic Club,5,2,Eibar
15-16,Jornada 21,24/01/2016,Atlético de Madrid,0,0,Sevilla
15-16,Jornada 21,24/01/2016,Deportivo de La Coruña,1,1,Valencia
15-16,Jornada 21,24/01/2016,Betis,1,1,Real Madrid
15-16,Jornada 21,25/01/2016,Levante,3,2,Las Palmas
15-16,Jornada 22,30/01/2016,Barcelona,2,1,Atlético de Madrid
15-16,Jornada 22,30/01/2016,Eibar,1,2,Málaga
15-16,Jornada 22,30/01/2016,Getafe,0,1,Athletic Club
15-16,Jornada 22,30/01/2016,Villarreal,1,0,Granada
15-16,Jornada 22,30/01/2016,Real Sociedad,2,1,Betis
15-16,Jornada 22,31/01/2016,Sevilla,3,1,Levante
15-16,Jornada 22,31/01/2016,Valencia,0,1,Sporting de Gijón
15-16,Jornada 22,31/01/2016,Las Palmas,2,1,Celta de Vigo
15-16,Jornada 22,31/01/2016,Real Madrid,6,0,Espanyol
15-16,Jornada 22,1/2/2016,Deportivo de La Coruña,2,2,Rayo Vallecano
15-16,Jornada 23,5/2/2016,Málaga,3,0,Getafe
15-16,Jornada 23,6/2/2016,Atlético de Madrid,3,1,Eibar
15-16,Jornada 23,6/2/2016,Rayo Vallecano,2,0,Las Palmas
15-16,Jornada 23,6/2/2016,Athletic Club,0,0,Villarreal
15-16,Jornada 23,6/2/2016,Sporting de Gijón,1,1,Deportivo de La Coruña
15-16,Jornada 23,7/2/2016,Levante,0,2,Barcelona
15-16,Jornada 23,7/2/2016,Betis,1,0,Valencia
15-16,Jornada 23,7/2/2016,Celta de Vigo,1,1,Sevilla
15-16,Jornada 23,7/2/2016,Granada,1,2,Real Madrid
15-16,Jornada 23,8/2/2016,Espanyol,0,5,Real Sociedad
15-16,Jornada 24,12/2/2016,Sporting de Gijón,2,2,Rayo Vallecano
15-16,Jornada 24,13/02/2016,Real Madrid,4,2,Athletic Club
15-16,Jornada 24,13/02/2016,Villarreal,1,0,Málaga
15-16,Jornada 24,13/02/2016,Valencia,2,1,Espanyol
15-16,Jornada 24,13/02/2016,Deportivo de La Coruña,2,2,Betis
15-16,Jornada 24,14/02/2016,Real Sociedad,3,0,Granada
15-16,Jornada 24,14/02/2016,Sevilla,2,0,Las Palmas
15-16,Jornada 24,14/02/2016,Getafe,0,1,Atlético de Madrid
15-16,Jornada 24,14/02/2016,Eibar,2,0,Levante
15-16,Jornada 24,14/02/2016,Barcelona,6,1,Celta de Vigo
15-16,Jornada 25,19/02/2016,Levante,3,0,Getafe
15-16,Jornada 25,20/02/2016,Las Palmas,1,2,Barcelona
15-16,Jornada 25,20/02/2016,Espanyol,1,0,Deportivo de La Coruña
15-16,Jornada 25,20/02/2016,Betis,1,1,Sporting de Gijón
15-16,Jornada 25,20/02/2016,Celta de Vigo,3,2,Eibar
15-16,Jornada 25,21/02/2016,Rayo Vallecano,2,2,Sevilla
15-16,Jornada 25,21/02/2016,Málaga,1,1,Real Madrid
15-16,Jornada 25,21/02/2016,Athletic Club,0,1,Real Sociedad
15-16,Jornada 25,21/02/2016,Granada,1,2,Valencia
15-16,Jornada 25,21/02/2016,Atlético de Madrid,0,0,Villarreal
15-16,Jornada 26,26/02/2016,Eibar,0,1,Las Palmas
15-16,Jornada 26,27/02/2016,Real Madrid,0,1,Atlético de Madrid
15-16,Jornada 26,27/02/2016,Sporting de Gijón,2,4,Espanyol
15-16,Jornada 26,27/02/2016,Getafe,0,1,Celta de Vigo
15-16,Jornada 26,27/02/2016,Betis,2,2,Rayo Vallecano
15-16,Jornada 26,27/02/2016,Real Sociedad,1,1,Málaga
15-16,Jornada 26,28/02/2016,Villarreal,3,0,Levante
15-16,Jornada 26,28/02/2016,Valencia,0,3,Athletic Club
15-16,Jornada 26,28/02/2016,Deportivo de La Coruña,0,1,Granada
15-16,Jornada 26,28/02/2016,Barcelona,2,1,Sevilla
15-16,Jornada 27,1/3/2016,Atlético de Madrid,3,0,Real Sociedad
15-16,Jornada 27,1/3/2016,Las Palmas,4,0,Getafe
15-16,Jornada 27,2/3/2016,Athletic Club,4,1,Deportivo de La Coruña
15-16,Jornada 27,2/3/2016,Sevilla,1,0,Eibar
15-16,Jornada 27,2/3/2016,Celta de Vigo,0,0,Villarreal
15-16,Jornada 27,2/3/2016,Málaga,1,2,Valencia
15-16,Jornada 27,2/3/2016,Levante,1,3,Real Madrid
15-16,Jornada 27,3/3/2016,Granada,2,0,Sporting de Gijón
15-16,Jornada 27,3/3/2016,Espanyol,0,3,Betis
15-16,Jornada 27,3/3/2016,Rayo Vallecano,1,5,Barcelona
15-16,Jornada 28,5/3/2016,Real Madrid,7,1,Celta de Vigo
15-16,Jornada 28,5/3/2016,Villarreal,0,1,Las Palmas
15-16,Jornada 28,5/3/2016,Getafe,1,1,Sevilla
15-16,Jornada 28,5/3/2016,Deportivo de La Coruña,3,3,Málaga
15-16,Jornada 28,6/3/2016,Betis,2,0,Granada
15-16,Jornada 28,6/3/2016,Eibar,0,4,Barcelona
15-16,Jornada 28,6/3/2016,Real Sociedad,1,1,Levante
15-16,Jornada 28,6/3/2016,Sporting de Gijón,0,2,Athletic Club
15-16,Jornada 28,6/3/2016,Valencia,1,3,Atlético de Madrid
15-16,Jornada 28,7/3/2016,Espanyol,2,1,Rayo Vallecano
15-16,Jornada 29,11/3/2016,Málaga,1,0,Sporting de Gijón
15-16,Jornada 29,12/3/2016,Barcelona,6,0,Getafe
15-16,Jornada 29,12/3/2016,Celta de Vigo,1,0,Real Sociedad
15-16,Jornada 29,12/3/2016,Atlético de Madrid,3,0,Deportivo de La Coruña
15-16,Jornada 29,12/3/2016,Rayo Vallecano,1,1,Eibar
15-16,Jornada 29,13/03/2016,Levante,1,0,Valencia
15-16,Jornada 29,13/03/2016,Sevilla,4,2,Villarreal
15-16,Jornada 29,13/03/2016,Athletic Club,3,1,Betis
15-16,Jornada 29,13/03/2016,Las Palmas,1,2,Real Madrid
15-16,Jornada 29,14/03/2016,Granada,1,1,Espanyol
15-16,Jornada 30,18/03/2016,Getafe,1,1,Eibar
15-16,Jornada 30,19/03/2016,Sporting de Gijón,2,1,Atlético de Madrid
15-16,Jornada 30,19/03/2016,Real Sociedad,0,1,Las Palmas
15-16,Jornada 30,19/03/2016,Granada,2,2,Rayo Vallecano
15-16,Jornada 30,19/03/2016,Deportivo de La Coruña,2,1,Levante
15-16,Jornada 30,19/03/2016,Betis,0,1,Málaga
15-16,Jornada 30,20/03/2016,Espanyol,2,1,Athletic Club
