Temporada,Nombre,Goles
00-01,Raúl,24
00-01,Rivaldo,23
00-01,Javi Moreno,22
00-01,Tristán,19
00-01,Kluivert,18
00-01,Dely Valdés,17
00-01,Catanha,16
00-01,Makaay,16
00-01,Oli,15
00-01,Iván Rosado,14
00-01,Guti,14
00-01,Víctor,14
00-01,Darío Silva,13
00-01,Jamelli,13
00-01,Juan Sánchez,12
00-01,Tamudo,11
00-01,Eto'o,11
00-01,Jankauskas,11
00-01,Carew,11
00-01,Esnáider,11
00-01,Urzaiz,10
00-01,Ibagaza,10
00-01,Míchel,10
00-01,Mendieta,10
00-01,Luis Enrique,9
00-01,Mostovoi,9
00-01,Djalminha,9
00-01,Luque,9
00-01,Mazzoni,9
00-01,Luis Cembranos,9
00-01,Figo,9
00-01,De Paula,9
00-01,Iván Alonso,8
00-01,Overmars,8
00-01,Guayre,8
00-01,Rosu,8
00-01,Bolic,8
00-01,Bolo,8
00-01,Jorge López,8
00-01,Pandiani,7
00-01,Rubén Navarro,7
00-01,Amavisca,7
00-01,Idiakez,7
00-01,Yeste,6
00-01,Velamazán,6
00-01,Orlando,6
00-01,Tomic,6
00-01,Quevedo,6
00-01,Morientes,6
00-01,Kaviedes,6
00-01,Pachón,6
00-01,Craioveanu,6
00-01,Palermo,6
00-01,José Ignacio,6
00-01,Etxeberría,5
00-01,Gustavo López,5
00-01,Karpin,5
00-01,Víctor,5
00-01,Finidi,5
00-01,José Manuel,5
00-01,Àlex Fernández,5
00-01,Armentano,5
00-01,Iván Ania,5
00-01,Hierro,5
00-01,Helguera,5
00-01,Roberto Carlos,5
00-01,De Pedro,5
00-01,Vicente,5
00-01,Caminero,5
00-01,Fernando,5
00-01,Guerrero,4
00-01,Larrazábal,4
00-01,Valerón,4
00-01,Posse,4
00-01,Sergio,4
00-01,Álvaro,4
00-01,Oulare,4
00-01,Agostinho,4
00-01,Rufete,4
00-01,Zárate,4
00-01,Carlitos,4
00-01,Marcos,4
00-01,Caco Morán,4
00-01,Ojeda,4
00-01,Danjou,4
00-01,Jaime,4
00-01,Losada,4
00-01,Paunovic,4
00-01,Regueiro,4
00-01,Khokhlov,4
00-01,Tayfun,4
00-01,Baraja,4
00-01,Alberto,4
00-01,Moisés,4
00-01,Acuña,4
00-01,Juanele,4
00-01,Yordi,4
00-01,Contra,3
00-01,Jordi Cruyff,3
00-01,Ezquerro,3
00-01,Javi González,3
00-01,Cocu,3
00-01,Frank de Boer,3
00-01,Edú,3
00-01,Donato,3
00-01,Fernando,3
00-01,Scaloni,3
00-01,Arteaga,3
00-01,Galca,3
00-01,Roger,3
00-01,Serrano,3
00-01,Eloy Jiménez,3
00-01,Pablo Lago,3
00-01,Canabal,3
00-01,Movilla,3
00-01,Musampa,3
00-01,Txomin Larrainzar,3
00-01,Álvaro Novo,3
00-01,Nadal,3
00-01,Pacheta,3
00-01,Cruchaga,3
00-01,Sabino,3
00-01,Onopko,3
00-01,Arzeno,3
00-01,Colsa,3
00-01,Magallanes,3
00-01,Preciado,3
00-01,Rushfeldt,3
00-01,Savio,3
00-01,Kily González,3
00-01,Zahovic,3
00-01,Eusebio,3
00-01,Gracia,3
00-01,Marioni,3
00-01,Unai,3
00-01,Eggen,2
00-01,Geli,2
00-01,Ibon Begoña,2
00-01,Magno,2
00-01,Téllez,2
00-01,Tomic,2
00-01,Vucko,2
00-01,Tiko,2
00-01,Alfonso,2
00-01,Gabri,2
00-01,Gerard,2
00-01,Guardiola,2
00-01,Simao,2
00-01,Xavi,2
00-01,Djorovic,2
00-01,Jesuli,2
00-01,Juanfran,2
00-01,Fran,2
00-01,Pochettino,2
00-01,Rotchen,2
00-01,Jarni,2
00-01,Josico,2
00-01,Nacho González,2
00-01,Schürrer,2
00-01,Sandro,2
00-01,Carreras,2
00-01,Engonga,2
00-01,Iván Pérez,2
00-01,Jaume,2
00-01,Nagore,2
00-01,Gancedo,2
00-01,Gerardo,2
00-01,Mateo,2
00-01,Möller,2
00-01,Espina,2
00-01,Jaime,2
00-01,Morán,2
00-01,Ballesteros,2
00-01,De Quintana,2
00-01,Mauro,2
00-01,McManaman,2
00-01,Munitis,2
00-01,Gabilondo,2
00-01,Jáuregi,2
00-01,Llorente,2
00-01,Aimar,2
00-01,Diego Alonso,2
00-01,Ciric,2
00-01,García Calvo,2
00-01,Jesús Sánchez,2
00-01,Sales,2
00-01,Turiel,2
00-01,Arruabarrena,2
00-01,Cagna,2
00-01,Escoda,2
00-01,Quique Álvarez,2
00-01,Aguado,2
00-01,Lanna,2
00-01,Montenegro,2
00-01,Vellisca,2
00-01,Azkoitia,1
00-01,Desio,1
00-01,Gañán,1
00-01,Karmona,1
00-01,Alkiza,1
00-01,Felipe,1
00-01,Lacruz,1
00-01,Larrainzar,1
00-01,Roberto Ríos,1
00-01,Urrutia,1
00-01,Abelardo,1
00-01,Dani,1
00-01,Petit,1
00-01,Sergi,1
00-01,Doriva,1
00-01,Giovanella,1
00-01,Manolo Sánchez,1
00-01,Tomás,1
00-01,Vagner,1
00-01,Manuel Pablo,1
00-01,Naybet,1
00-01,Manel,1
00-01,Òscar,1
00-01,Toledo,1
00-01,Gudjonsson,1
00-01,Jorge Larena,1
00-01,Olías,1
00-01,Paqui,1
00-01,Turdó,1
00-01,Bravo,1
00-01,Edgar,1
00-01,Roteta,1
00-01,Valcarce,1
00-01,Biagini,1
00-01,Güiza,1
00-01,Niño,1
00-01,Olaizola,1
00-01,Riera,1
00-01,Siviero,1
00-01,Delgado,1
00-01,Alfonso Vera,1
00-01,Alfredo,1
00-01,Arpón,1
00-01,Jusué,1
00-01,Geni,1
00-01,Juan González,1
00-01,Rubén Reyes,1
00-01,Beschastnykh,1
00-01,Ismael Ruiz,1
00-01,Manjarín,1
00-01,Ramis,1
00-01,Tais,1
00-01,Bartelt,1
00-01,Glaucio,1
00-01,Hélder,1
00-01,Ivan Iglesias,1
00-01,Pablo Sanz,1
00-01,Poschner,1
00-01,Setvalls,1
00-01,Celades,1
00-01,Salgado,1
00-01,Solari,1
00-01,Aranzábal,1
00-01,Arif Erdem,1
00-01,Julio César,1
00-01,López Rekarte,1
00-01,Loren,1
00-01,Ayala,1
00-01,Antonio López,1
00-01,Heinze,1
00-01,Calleja,1
00-01,Jaime Ramos,1
00-01,César Jiménez,1
00-01,Pablo Díaz,1
00-01,Sündgren,1
01-02,Tristán,21
01-02,Kluivert,18
01-02,Morientes,18
01-02,Saviola,17
01-02,Catanha,17
01-02,Tamudo,17
01-02,Urzaiz,16
01-02,Fernando,15
01-02,Luque,14
01-02,Raúl,14
01-02,Víctor,14
01-02,Moisés,13
01-02,Makaay,12
01-02,Dely Valdés,11
01-02,Bolic,11
01-02,Mostovoi,10
01-02,Marioni,10
01-02,Edú,9
01-02,Jesuli,9
01-02,Darío Silva,9
01-02,Musampa,9
01-02,Aloisi,9
01-02,Etxeberría,8
01-02,Rivaldo,8
01-02,Kovacevic,8
01-02,Nico Olivera,8
01-02,Reyes,8
01-02,Tiko,7
01-02,João Tomás,7
01-02,De Lucas,7
01-02,Jorge Larena,7
01-02,Figo,7
01-02,Zidane,7
01-02,De Paula,7
01-02,Casquero,7
01-02,Baraja,7
01-02,Luis García,7
01-02,Tote,7
01-02,Jorge López,7
01-02,Coloccini,6
01-02,Llorens,6
01-02,Magno,6
01-02,Palencia,6
01-02,Eto'o,6
01-02,Peragón,6
01-02,Luiz Alberto,6
01-02,Toedtli,6
01-02,Sales,6
01-02,Arruabarrena,6
01-02,Acuña,6
01-02,Milosevic,6
01-02,Yordi,6
01-02,Astudillo,5
01-02,Ezquerro,5
01-02,Guerrero,5
01-02,Amato,5
01-02,Dani,5
01-02,Pandiani,5
01-02,Rubén Castro,5
01-02,Tevenet,5
01-02,Iván Rosado,5
01-02,Korino,5
01-02,Hierro,5
01-02,Khokhlov,5
01-02,Fuertes,5
01-02,Mista,5
01-02,Rufete,5
01-02,Salva Ballesta,5
01-02,Palermo,5
01-02,Rubén Navarro,4
01-02,Luis Enrique,4
01-02,Xavi,4
01-02,Casas,4
01-02,Joaquín,4
01-02,Vagner,4
01-02,Fran,4
01-02,Sergio,4
01-02,Posse,4
01-02,Josico,4
01-02,Nacho González,4
01-02,Orlando,4
01-02,Pablo Lago,4
01-02,Campano,4
01-02,Losada,4
01-02,Míchel,4
01-02,Guti,4
01-02,Jankauskas,4
01-02,Iván Ania,4
01-02,Aimar,4
01-02,Angulo,4
01-02,Juan Sánchez,4
01-02,Calleja,4
01-02,Guayre,4
01-02,Geli,3
01-02,Jordi Cruyff,3
01-02,Larrazábal,3
01-02,Capi,3
01-02,Denilson,3
01-02,Gustavo López,3
01-02,Karpin,3
01-02,Amavisca,3
01-02,Valerón,3
01-02,Víctor,3
01-02,Pacheco,3
01-02,Litos,3
01-02,Paunovic,3
01-02,Alfredo,3
01-02,Armentano,3
01-02,Arteaga,3
01-02,Bolo,3
01-02,Roberto Carlos,3
01-02,De Pedro,3
01-02,Gabilondo,3
01-02,Tayfun,3
01-02,Xabi Alonso,3
01-02,Víctor Salas,3
01-02,Kily González,3
01-02,Cuauhtemoc,3
01-02,Juanele,3
01-02,Vellisca,3
01-02,Iván Alonso,2
01-02,Carlos García,2
01-02,Yeste,2
01-02,Cocu,2
01-02,Gabri,2
01-02,Puyol,2
01-02,Rochemback,2
01-02,Benjamín,2
01-02,Juanito,2
01-02,Maurice,2
01-02,Sergio Fernández,2
01-02,Donato,2
01-02,Naybet,2
01-02,Scaloni,2
01-02,Àlex Fernández,2
01-02,Schürrer,2
01-02,Canabal,2
01-02,Leko,2
01-02,Zárate,2
01-02,Engonga,2
01-02,Nadal,2
01-02,Fernando,2
01-02,Gancedo,2
01-02,Palacios,2
01-02,Puñal,2
01-02,Sabino,2
01-02,Hernández,2
01-02,Pablo Sanz,2
01-02,Helguera,2
01-02,McManaman,2
01-02,Munitis,2
01-02,Aranburu,2
01-02,Idiakez,2
01-02,Gallardo,2
01-02,Bino,2
01-02,Jaime,2
01-02,Jordi,2
01-02,Albelda,2
01-02,Ayala,2
01-02,Ilie,2
01-02,Chema,2
01-02,Aragón,2
01-02,Galletti,2
01-02,Marcos Vales,2
01-02,Ibon Begoña,1
01-02,Karmona,1
01-02,Pablo,1
01-02,Witschge,1
01-02,Alkiza,1
01-02,Alkorta,1
01-02,Del Horno,1
01-02,Karanka,1
01-02,Orbaiz,1
01-02,Urrutia,1
01-02,Coco,1
01-02,Geovanni,1
01-02,Motta,1
01-02,Calado,1
01-02,Cañas,1
01-02,Ito,1
01-02,Rivas,1
01-02,Varela,1
01-02,Berizzo,1
01-02,Cáceres,1
01-02,Luccin,1
01-02,Djalminha,1
01-02,Cavas,1
01-02,Lopo,1
01-02,Munteanu,1
01-02,Òscar,1
01-02,Roger,1
01-02,Rotchen,1
01-02,Velamazán,1
01-02,Carmelo,1
01-02,Paqui,1
01-02,Samways,1
01-02,Sarasúa,1
01-02,Duda,1
01-02,Fernando Sanz,1
01-02,Gerardo,1
01-02,Miguel Ángel,1
01-02,Romero,1
01-02,Álvaro Novo,1
01-02,Ibagaza,1
01-02,Soler,1
01-02,Riera,1
01-02,Soler,1
01-02,Cruchaga,1
01-02,Jusué,1
01-02,Contreras,1
01-02,Azkoitia,1
01-02,Balic,1
01-02,De Quintana,1
01-02,Glaucio,1
01-02,Luis Cembranos,1
01-02,Quevedo,1
01-02,Makelele,1
01-02,Solari,1
01-02,Demetradze,1
01-02,Nihat,1
01-02,Fredi,1
01-02,Njegus,1
01-02,Pablo Alfaro,1
01-02,Tomás,1
01-02,Alexis Suárez,1
01-02,Hugo Morales,1
01-02,Javi Venta,1
01-02,Lussenhoff,1
01-02,Pablo Paz,1
01-02,Slovak,1
01-02,Xisco,1
01-02,Carew,1
01-02,De Los Santos,1
01-02,Fabio Aurelio,1
01-02,Marchena,1
01-02,Pellegrino,1
01-02,Vicente,1
01-02,Caminero,1
01-02,Jesús Sánchez,1
01-02,Marcos,1
01-02,Turu Flores,1
01-02,Amor,1
01-02,Craioveanu,1
01-02,Galca,1
01-02,Pizzi,1
01-02,Quique Álvarez,1
01-02,Unai,1
01-02,Aguado,1
01-02,Bilic,1
01-02,Chainho,1
01-02,Esquerdinha,1
01-02,Jamelli,1
02-03,Makaay,29
02-03,Ronaldo,23
02-03,Nihat,23
02-03,Kovacevic,20
02-03,Kluivert,16
02-03,Raúl,16
02-03,Fernando,15
02-03,Javi Guerrero,15
02-03,Etxeberría,14
02-03,Eto'o,14
02-03,Urzaiz,13
02-03,Fernando Torres,13
02-03,Saviola,13
02-03,Pandiani,13
02-03,Edú,12
02-03,Milosevic,12
02-03,Rubén Navarro,10
02-03,Ezquerro,10
02-03,Tamudo,10
02-03,Darío Silva,10
02-03,Dely Valdés,10
02-03,Figo,10
02-03,Raúl Molina,10
02-03,Luis García,9
02-03,Joaquín,9
02-03,Tristán,9
02-03,Roger,9
02-03,Bodipo,9
02-03,Zidane,9
02-03,Aganzo,9
02-03,Luis Enrique,8
02-03,Musampa,8
02-03,Aloisi,8
02-03,Munitis,8
02-03,Julio Álvarez,8
02-03,Karpin,8
02-03,Reyes,8
02-03,Aimar,8
02-03,Carew,8
02-03,Fabio Aurelio,8
02-03,Jorge López,8
02-03,Víctor,8
02-03,Jesuli,7
02-03,Luque,7
02-03,Maxi Rodríguez,7
02-03,Rivero,7
02-03,Antoñito,7
02-03,Mista,7
02-03,Palermo,7
02-03,Ilie,6
02-03,Iván Alonso,6
02-03,Yeste,6
02-03,José Mari,6
02-03,Overmars,6
02-03,Alfonso,6
02-03,Manu Sánchez,6
02-03,Iván Rosado,6
02-03,Helguera,6
02-03,De Pedro,6
02-03,Xisco,6
02-03,Sales,6
02-03,Magno,5
02-03,Javi Moreno,5
02-03,Assunçao,5
02-03,Capi,5
02-03,Mostovoi,5
02-03,Regueiro,5
02-03,Morientes,5
02-03,Portillo,5
02-03,Roberto Carlos,5
02-03,Casquero,5
02-03,Baraja,5
02-03,Juan Sánchez,5
02-03,Colsa,5
02-03,Del Horno,4
02-03,Gurpegui,4
02-03,Correa,4
02-03,Mendieta,4
02-03,Arzu,4
02-03,Dani,4
02-03,Catanha,4
02-03,Mido,4
02-03,Víctor,4
02-03,Riera,4
02-03,Benayoun,4
02-03,Bolo,4
02-03,Peragón,4
02-03,Guti,4
02-03,Toedtli,4
02-03,Angulo,4
02-03,Nico Olivera,4
02-03,Guayre,4
02-03,Astudillo,3
02-03,Cocu,3
02-03,Motta,3
02-03,Riquelme,3
02-03,José Ignacio,3
02-03,Capdevila,3
02-03,Scaloni,3
02-03,Sergio,3
02-03,Domoraud,3
02-03,Álvaro Novo,3
02-03,Carlitos,3
02-03,Moha,3
02-03,Muñoz,3
02-03,Moratón,3
02-03,Pablo Casar,3
02-03,Bolic,3
02-03,Luis Cembranos,3
02-03,Xabi Alonso,3
02-03,Quique Romero,3
02-03,Viqueira,3
02-03,Marcos Vales,3
02-03,Rufete,3
02-03,Óscar González,3
02-03,Belletti,3
02-03,Karanka,2
02-03,Larrazábal,2
02-03,Tiko,2
02-03,Aguilera,2
02-03,Albertini,2
02-03,Emerson,2
02-03,García Calvo,2
02-03,Xavi,2
02-03,Denilson,2
02-03,Filipescu,2
02-03,Juanito,2
02-03,Berizzo,2
02-03,McCarthy,2
02-03,Donato,2
02-03,Valerón,2
02-03,Soldevilla,2
02-03,Canabal,2
02-03,Romero,2
02-03,Roteta,2
02-03,Harold Lozano,2
02-03,Ibagaza,2
02-03,Robles,2
02-03,Antonio López,2
02-03,Puñal,2
02-03,Nafti,2
02-03,Azkoitia,2
02-03,De Quintana,2
02-03,Míchel,2
02-03,Aranburu,2
02-03,Khokhlov,2
02-03,Tayfun,2
02-03,Benítez,2
02-03,Cubillo,2
02-03,Joaozinho,2
02-03,Loren,2
02-03,Pernía,2
02-03,Machlas,2
02-03,Antonio López,2
02-03,Pachón,2
02-03,Calleja,2
02-03,De Nigris,2
02-03,Farinós,2
02-03,Josico,2
02-03,Senna,2
02-03,Ibon Begoña,1
02-03,Jordi Cruyff,1
02-03,Karmona,1
02-03,Llorens,1
02-03,Pablo,1
02-03,Tomic,1
02-03,Turiel,1
02-03,Aitor Ocio,1
02-03,Alkiza,1
02-03,Arriaga,1
02-03,Hibic,1
02-03,Jorge Larena,1
02-03,Movilla,1
02-03,Otero,1
02-03,Santi Denia,1
02-03,Fernando Navarro,1
02-03,Rochemback,1
02-03,Sorín,1
02-03,Casas,1
02-03,Varela,1
02-03,Gustavo López,1
02-03,Juanfran,1
02-03,Luccin,1
02-03,Sylvinho,1
02-03,Vagner,1
02-03,Fran,1
02-03,Naybet,1
02-03,Romero,1
02-03,Àngel Morales,1
02-03,David García,1
02-03,Lopo,1
02-03,Òscar,1
02-03,Velamazán,1
02-03,Fernando Sanz,1
02-03,Gerardo,1
02-03,Koke,1
02-03,Niño,1
02-03,Tuni,1
02-03,Alfredo,1
02-03,Brit,1
02-03,Gancedo,1
02-03,Manfredini,1
02-03,Mateo,1
02-03,Pablo García,1
02-03,Palacios,1
02-03,Valdo,1
02-03,Vidrio,1
02-03,Diego Alonso,1
02-03,Ismael Ruiz,1
02-03,Juanma,1
02-03,Pablo Sierra,1
02-03,Korino,1
02-03,Onopko,1
02-03,Raúl Bravo,1
02-03,Conceiçao,1
02-03,McManaman,1
02-03,Gabilondo,1
02-03,Jáuregi,1
02-03,Llorente,1
02-03,Mikel Alonso,1
02-03,Espínola,1
02-03,Javi García,1
02-03,Gallardo,1
02-03,Javi Navarro,1
02-03,Moisés,1
02-03,Pablo Alfaro,1
02-03,Ayala,1
02-03,De Los Santos,1
02-03,Pellegrino,1
02-03,Reveillére,1
02-03,Vicente,1
02-03,Chema,1
02-03,Ciric,1
02-03,Jonathan,1
02-03,Marcos,1
02-03,Mario,1
02-03,Aranda,1
02-03,Unai,1
02-03,Xisco Nadal,1
03-04,Ronaldo,24
03-04,Baptista,20
03-04,Fernando Torres,19
03-04,Tamudo,19
03-04,Mista,19
03-04,Salva Ballesta,18
03-04,Eto'o,17
03-04,David Villa,17
03-04,Ronaldinho,15
03-04,Saviola,14
03-04,Milosevic,14
03-04,Nihat,14
03-04,Pandiani,13
03-04,Vicente,12
03-04,Sonny Anderson,12
03-04,Yeste,11
03-04,Luis García,11
03-04,Javi Guerrero,11
03-04,Raúl,11
03-04,Óscar González,10
03-04,Figo,9
03-04,Aranda,8
03-04,Urzaiz,8
03-04,Kluivert,8
03-04,Luque,8
03-04,Tristán,8
03-04,Correa,8
03-04,Kovacevic,8
03-04,Baraja,8
03-04,Oliveira,8
03-04,Losada,8
03-04,Makukula,8
03-04,Riquelme,8
03-04,Pacheco,7
03-04,Assunçao,7
03-04,Joaquín,7
03-04,Víctor,7
03-04,Bruggink,7
03-04,Karanka,7
03-04,Benayoun,7
03-04,Bodipo,7
03-04,Karpin,7
03-04,Darío Silva,7
03-04,Parri,6
03-04,Etxeberría,6
03-04,Nikolaidis,6
03-04,Paunovic,6
03-04,Jesuli,6
03-04,Mostovoi,6
03-04,Diego Alonso,6
03-04,Perera,6
03-04,Aloisi,6
03-04,Zidane,6
03-04,José Mari,6
03-04,Aguirregomezkorta,5
03-04,Del Horno,5
03-04,Iraola,5
03-04,Tiko,5
03-04,Nano,5
03-04,Cocu,5
03-04,Luccin,5
03-04,Valdo,5
03-04,Cristian Álvarez,5
03-04,Roberto Carlos,5
03-04,Solari,5
03-04,De Paula,5
03-04,Gabilondo,5
03-04,Antoñito,5
03-04,Casquero,5
03-04,Reyes,5
03-04,Luis García,4
03-04,Xavi,4
03-04,Alfonso,4
03-04,Benjamín,4
03-04,Dani,4
03-04,Fernando,4
03-04,Juanito,4
03-04,José Ignacio,4
03-04,Lopo,4
03-04,Maxi Rodríguez,4
03-04,Canabal,4
03-04,Duda,4
03-04,Campano,4
03-04,Delibasic,4
03-04,Míchel,4
03-04,Bakayoko,4
03-04,Pablo García,4
03-04,Puñal,4
03-04,Webó,4
03-04,Regueiro,4
03-04,Carlitos,4
03-04,Aimar,4
03-04,Jorge López,4
03-04,Jesús Sánchez,4
03-04,Álvaro,4
03-04,Cani,4
03-04,Redondo,3
03-04,Ezquerro,3
03-04,De Los Santos,3
03-04,Luis Enrique,3
03-04,Edú,3
03-04,Capdevila,3
03-04,Sergio,3
03-04,Valerón,3
03-04,Fredson,3
03-04,Jordi Cruyff,3
03-04,Raducanu,3
03-04,Insúa,3
03-04,Miguel Ángel,3
03-04,Colsa,3
03-04,Richi,3
03-04,Morán,3
03-04,Beckham,3
03-04,Xabi Alonso,3
03-04,Sales,3
03-04,Sousa,3
03-04,Belletti,3
03-04,Guayre,3
03-04,Víctor,3
03-04,Galletti,3
03-04,Ponzio,3
03-04,Toledo,3
03-04,Delporte,2
03-04,Arriaga,2
03-04,Jonan,2
03-04,Ibagaza,2
03-04,Jorge Larena,2
03-04,Lequi,2
03-04,Musampa,2
03-04,Simeone,2
03-04,Capi,2
03-04,Denilson,2
03-04,Tote,2
03-04,Gustavo López,2
03-04,Jandro,2
03-04,Djalminha,2
03-04,Munitis,2
03-04,Scaloni,2
03-04,Àlex Fernández,2
03-04,Fernando Sanz,2
03-04,Leko,2
03-04,Litos,2
03-04,Luque,2
03-04,Nené,2
03-04,Acciari,2
03-04,Moha,2
03-04,Morales,2
03-04,Afek,2
03-04,Jonatan Valle,2
03-04,Matabuena,2
03-04,Guti,2
03-04,Xabi Prieto,2
03-04,Hornos,2
03-04,Podestá,2
03-04,Angulo,2
03-04,Marchena,2
03-04,Pellegrino,2
03-04,Rufete,2
03-04,Chema,2
03-04,Jonathan,2
03-04,Zapata,2
03-04,Arruabarrena,2
03-04,Quique Álvarez,2
03-04,Roger,2
03-04,Dani,2
03-04,Savio,2
03-04,Soriano,2
03-04,Basti,1
03-04,David Sánchez,1
03-04,Fabiano,1
03-04,Pablo Ibáñez,1
03-04,Viaud,1
03-04,Guerrero,1
03-04,Gurpegui,1
03-04,Lacruz,1
03-04,Larrazábal,1
03-04,Álvaro Novo,1
03-04,García Calvo,1
03-04,Davids,1
03-04,Gabri,1
03-04,Gerard,1
03-04,Iniesta,1
03-04,Márquez,1
03-04,Motta,1
03-04,Overmars,1
03-04,Quaresma,1
03-04,Van Bronckhorst,1
03-04,Ismael,1
03-04,Lembo,1
03-04,Mingo,1
03-04,Palermo,1
03-04,Berizzo,1
03-04,Catanha,1
03-04,Ilic,1
03-04,Juanfran,1
03-04,Contreras,1
03-04,Fran,1
03-04,Naybet,1
03-04,Bobson,1
03-04,De La Peña,1
03-04,Domoraud,1
03-04,Hadji,1
03-04,Òscar,1
03-04,Pochettino,1
03-04,Raúl Molina,1
03-04,Vignal,1
03-04,Wome,1
03-04,Edgar,1
03-04,Juanito,1
03-04,Manu Sánchez,1
03-04,Romero,1
03-04,Nadal,1
03-04,Ramis,1
03-04,Esnáider,1
03-04,Quintana,1
03-04,Cruchaga,1
03-04,Iván Rosado,1
03-04,Izquierdo,1
03-04,Muñoz,1
03-04,Juanma,1
03-04,Nafti,1
03-04,Pablo Casar,1
03-04,Raúl Bravo,1
03-04,Helguera,1
03-04,Núñez,1
03-04,Pavón,1
03-04,Portillo,1
03-04,Salgado,1
03-04,De Pedro,1
03-04,Jáuregi,1
03-04,Schürrer,1
03-04,Dani Alves,1
03-04,Gallardo,1
03-04,Javi Navarro,1
03-04,Magallanes,1
03-04,Martí,1
03-04,Albelda,1
03-04,Ayala,1
03-04,Canobbio,1
03-04,Curro Torres,1
03-04,Juan Sánchez,1
03-04,Xisco,1
03-04,Caminero,1
03-04,Ciric,1
03-04,Julio César,1
03-04,Ricchetti,1
03-04,Ballesteros,1
03-04,Coloccini,1
03-04,Pere Martí,1
03-04,Xisco Nadal,1
03-04,Drulic,1
03-04,Generelo,1
03-04,Rebosio,1
03-04,Yordi,1
04-05,Eto'o,25
04-05,Forlán,25
04-05,Oliveira,22
04-05,Ronaldo,21
04-05,Baptista,18
04-05,Fernando Torres,16
04-05,Maxi Rodríguez,15
04-05,Riquelme,15
04-05,David Villa,15
04-05,Owen,13
04-05,Nihat,13
04-05,Pacheco,12
04-05,Urzaiz,12
04-05,Ezquerro,11
04-05,Giuly,11
04-05,Edú,11
04-05,Luque,11
04-05,Tamudo,11
04-05,Luis García,11
04-05,Di Vaio,11
04-05,Savio,10
04-05,Ronaldinho,9
04-05,Tristán,9
04-05,Baiano,9
04-05,Morales,9
04-05,Benayoun,9
04-05,Raúl,9
04-05,Yeste,8
04-05,Assunçao,8
04-05,Javi Guerrero,8
04-05,Regueiro,8
04-05,Kovacevic,8
04-05,Mista,8
04-05,Salva Ballesta,7
04-05,Deco,7
04-05,Sergio García,7
04-05,Aganzo,7
04-05,Baraja,7
04-05,Pandiani,6
04-05,Manchev,6
04-05,Arango,6
04-05,Tevenet,6
04-05,Aloisi,6
04-05,Milosevic,6
04-05,Webó,6
04-05,Zidane,6
04-05,Óscar González,6
04-05,Mark González,5
04-05,Redondo,5
04-05,Fernando,5
04-05,Joaquín,5
04-05,Dani,5
04-05,Míchel,5
04-05,Pachón,5
04-05,Juanma,5
04-05,Rivera,5
04-05,Amoroso,5
04-05,Juan Rodríguez,5
04-05,Wanchope,5
04-05,Carlos Merino,5
04-05,Valdo,5
04-05,Karpin,5
04-05,Uranga,5
04-05,Gurpegui,4
04-05,Iraola,4
04-05,Van Bronckhorst,4
04-05,Juanito,4
04-05,Rivas,4
04-05,Nano Rivas,4
04-05,Nacho,4
04-05,Duda,4
04-05,Miguel,4
04-05,Beckham,4
04-05,Aimar,4
04-05,Guayre,4
04-05,José Mari,4
04-05,Sorín,4
04-05,Generelo,4
04-05,Javi Moreno,4
04-05,Francisco,3
04-05,Rubén Castro,3
04-05,Del Horno,3
04-05,Etxeberría,3
04-05,Guerrero,3
04-05,Llorente,3
04-05,Orbaiz,3
04-05,Tiko,3
04-05,Antonio López,3
04-05,Colsa,3
04-05,Ibagaza,3
04-05,Pablo Ibáñez,3
04-05,Larsson,3
04-05,Márquez,3
04-05,Xavi,3
04-05,Sergio,3
04-05,Víctor,3
04-05,De La Peña,3
04-05,Fredson,3
04-05,Lopo,3
04-05,Pernía,3
04-05,Vivar Dorado,3
04-05,Edgar,3
04-05,Miguel Ángel,3
04-05,Campano,3
04-05,Casadesús,3
04-05,Delibasic,3
04-05,Farinós,3
04-05,Okubo,3
04-05,Osorio,3
04-05,Moha,3
04-05,Puñal,3
04-05,Arizmendi,3
04-05,Figo,3
04-05,Helguera,3
04-05,Roberto Carlos,3
04-05,Solari,3
04-05,Aranburu,3
04-05,Barkero,3
04-05,De Paula,3
04-05,Labaka,3
04-05,Carlitos,3
04-05,Renato,3
04-05,Angulo,3
04-05,Corradi,3
04-05,Rufete,3
04-05,Vicente,3
04-05,Xisco,3
04-05,Milito,3
04-05,Buades,2
04-05,Lacruz,2
04-05,Núñez,2
04-05,Gerard,2
04-05,Iniesta,2
04-05,Scaloni,2
04-05,Xisco,2
04-05,Amavisca,2
04-05,Òscar Serrano,2
04-05,Velamazán,2
04-05,Cotelo,2
04-05,Craioveanu,2
04-05,Gabi,2
04-05,Kome,2
04-05,Riki,2
04-05,Yordi,2
04-05,Congo,2
04-05,Ettien,2
04-05,Jofre,2
04-05,Reggi,2
04-05,Pereyra,2
04-05,Romeo,2
04-05,Juanlu,2
04-05,Juanma Ortiz,2
04-05,Anderson Silva,2
04-05,Salgado,2
04-05,Samuel,2
04-05,Adriano,2
04-05,Antoñito,2
04-05,Dani Alves,2
04-05,Darío Silva,2
04-05,Jesús Navas,2
04-05,Sergio Ramos,2
04-05,Fiore,2
04-05,Marchena,2
04-05,Cazorla,2
04-05,Figueroa,2
04-05,Gonzalo,2
04-05,Héctor Font,2
04-05,Senna,2
04-05,Álvaro,2
04-05,Cani,2
04-05,Galletti,2
